Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
18-25815,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/20/2018,03/28/2019,07500021000,EL TORO LOCO,Humberto C Villegas,3915  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015404,"3915 LEBANON PIKE
HERMITAGE, TN 37076
(36.195708, -86.621624)"
17-20483,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/27/2017,04/27/2017,09314055500,Rudy's Jazz Room,Rudy's Jazz Room LLC,809  Gleaves ST,Nashville,TN,37203.00000,19,37019500,"809 Gleaves ST
Nashville, TN 37203
(36.15181, -86.779393)"
17-25329,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/19/2017,03/01/2018,08213030600,GEIST,,311  JEFFERSON ST,NASHVILLE,TN,37208.00000,19,37019400,"311 JEFFERSON ST
NASHVILLE, TN 37208
(36.174717, -86.785749)"
08-18849,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2007,06/02/2008,10200009300,Red Robin America's Gourmet Bu,Red Robin International Inc.,6802  Charlotte PIKE,Nashville,TN,37209.00000,20,37018201,"6802 Charlotte PIKE
Nashville, TN 37209
(36.134736, -86.88807)"
05-18354,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/07/2005,07/14/2005,11806016300,Las Palmas Mexican Rest.,"Palmas Verdes #4, LLC",816  GALE LN,NASHVILLE,TN,37204.00000,17,37017100,"816 GALE LN
NASHVILLE, TN 37204
(36.118946, -86.775757)"
21-27100,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/04/2021,06/11/2021,07009011900,DAIZY MART,DANA ZAHER,2141  BUENA VISTA PIKE,NASHVILLE,TN,37218.00000,2,37012801,"2141 BUENA VISTA PIKE
NASHVILLE, TN 37218
(36.196867, -86.828303)"
06-16096,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/16/2005,02/09/2006,18100000700,Publix Supermarkets,"Publix Tennessee, LLC",10638  Concord RD,Brentwood,TN,37027.00000,4,37019115,"10638 Concord RD
Brentwood, TN 37027
(35.99628, -86.69047)"
18-25539,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/2018,06/15/2018,10700006300,WINGATE BY WINDHAM HOTEL NASHVILLE,,1  CENTURY BLVD,NASHVILLE,TN,37214.00000,15,37015100,"1 CENTURY BLVD
NASHVILLE, TN 37214
(36.144373, -86.686426)"
05-18386,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/14/2005,09/29/2005,10408015500,Cabana,"Eowyn, LLC",1910  Belcourt AVE,Nashville,TN,37212.00000,18,37016400,"1910 Belcourt AVE
Nashville, TN 37212
(36.13673, -86.799275)"
15-20099,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/06/2015,05/14/2015,09306204900,The Stillery,Gias LLC,113  2nd AVE N,Nashville,TN,37201.00000,19,37019500,"113 2nd AVE N
Nashville, TN 37201
(36.162361, -86.775485)"
14-20085,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/10/2015,04/14/2015,10513021200,Embers Ski Lodge LLC,Embers Ski Lodge LLC,2410  12th AVE S,Nashville,TN,37204.00000,17,37017000,"2410 12th AVE S
Nashville, TN 37204
(36.125759, -86.789315)"
18-25581,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2018,12/06/2018,09216043600,THE AINSWORTH,,206  21ST AVE S,NASHVILLE,TN,37203.00000,19,37019500,"206 21ST AVE S
NASHVILLE, TN 37203
(36.147865, -86.799278)"
05-18403,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/28/2005,10/24/2005,16014002500,Fulin's Asian Cuisine,"Fulin's Asian Cuisine, Inc.",782  Old Hickory BLVD  115,Nashville,TN,37027.00000,4,37018803,"782 Old Hickory BLVD 115
Nashville, TN 37027"
12-19458,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/12/2012,05/21/2012,03402006600,O'Charley's Restaurant,"O'Charleys, LLC",912  Rivergate PKWY,Goodlettsville,TN,37072.00000,10,37010401,"912 Rivergate PKWY
Goodlettsville, TN 37072
(36.299578, -86.70038)"
12-19427,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/23/2012,03/08/2012,16900001400,Loveless Cafe Event Barn,"Loveless Cafe, GP",8400  Highway 100,Nashville,TN,37221.00000,35,37018408,"8400 Highway 100
Nashville, TN 37221
(36.034799, -86.971834)"
94-00063,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/20/1993,02/01/1994,10403000400,Springwater,"Springwater, Inc.",2701  POSTON AVE,NASHVILLE,TN,37203.00000,21,37016600,"2701 POSTON AVE
NASHVILLE, TN 37203
(36.14671, -86.812382)"
12-19544,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Bayou,Marriott Hotel Service Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
14-17201,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/08/2014,12/04/2014,09306406300,Southernaire,Southern Kitchen Nashville LLC,150  3rd AVE S 111,Nashville,TN,37201.00000,19,37019500,"150 3rd AVE S 111
Nashville, TN 37201
(36.160091, -86.775017)"
06-16201,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/30/2006,12/07/2006,07116030500,Shell,Petra Express Corp.,766  Douglas AVE,Nashville,TN,37207.00000,5,37011700,"766 Douglas AVE
Nashville, TN 37207
(36.193358, -86.753622)"
97-14841,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/18/1997,12/04/1997,09114012800,Kroger Food & Drug,Kroger Limited Partnership,5705  Charlotte PIKE,Nashville,TN,37209.00000,20,37018101,"5705 Charlotte PIKE
Nashville, TN 37209
(36.149486, -86.860637)"
16-20364,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/07/2016,10/24/2016,10200011000,Chipotle Mexican Grill,Chipotle Mexican Grill of Colorado LLC,6838  Charlotte PIKE,Nashville,TN,37209.00000,20,37018201,"6838 Charlotte PIKE
Nashville, TN 37209
(36.132523, -86.893932)"
17-20473,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/27/2017,04/13/2017,14200019200,Plantation Pub,Plantation Pub LLC,8321  Sawyer Brown RD,Nashville,TN,37221.00000,22,37018409,"8321 Sawyer Brown RD
Nashville, TN 37221
(36.070489, -86.947561)"
17-25234,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/25/2017,10/13/2017,13500006100,MAPCO #3218,,2101  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,28,37015614,"2101 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.094171, -86.653148)"
12-19555,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Fuse Sports Club,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
01-15437,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/31/2001,10/11/2001,10601006200,Daily's,Tri-Star Energy LLC,601  Fesslers LN,Nashville,TN,37210.00000,19,37015900,"601 Fesslers LN
Nashville, TN 37210
(36.144067, -86.744143)"
94-14191,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/16/1993,02/01/1994,09504004000,Discount Tobacco Shoppe,"J R &amp; J, Inc.",2501  Lebanon PIKE,Nashville,TN,37214.00000,15,37015100,"2501 Lebanon PIKE
Nashville, TN 37214
(36.169359, -86.679875)"
13-19731,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/02/2013,05/24/2013,09212037300,WKND,"Suite 1703, LLC",1703  Church ST,Nashville,TN,37203.00000,21,37019500,"1703 Church ST
Nashville, TN 37203
(36.155664, -86.796209)"
21-27243,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/13/2021,06/11/2021,06400011600,SPEEDWAY 7134,,4343  OLD HICKORY BLVD,OLD HICKORY,TN,37138.00000,11,37010502,"4343 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.217374, -86.623702)"
12-19558,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Hallways & Walkways,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
02-17909,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/15/2002,05/02/2002,14300002500,Warner Golf Course,Metro Board of Parks and Recreation,6921  HIGHWAY 100,NASHVILLE,TN,37221.00000,34,37018404,"6921 HIGHWAY 100
NASHVILLE, TN 37221
(36.074825, -86.891491)"
94-14258,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/08/1993,02/01/1994,06200015400,"Valley Market, Inc.","Valley Market, Inc.",2425  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2425 Music Valley DR
Nashville, TN 37214
(36.21915, -86.694128)"
17-25210,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/12/2017,10/12/2017,11909015500,EL GALLITO SUPERMERCADO,,2801  FOSTER AVE,NASHVILLE,TN,37210.00000,16,37017300,"2801 FOSTER AVE
NASHVILLE, TN 37210
(36.113798, -86.7432)"
15-17221,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,13001009600,Walgreens,Walgreen Co.,5301  Harding PIKE,Nashville,TN,37205.00000,23,37018500,"5301 Harding PIKE
Nashville, TN 37205
(36.10192, -86.870393)"
14-19841,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/27/2013,01/02/2014,09306311600,Renaissance Nashville Hotel,"Renaissance Hotel Management Company, LLC",601  Commerce ST,Nashville,TN,37203.00000,19,37019500,"601 Commerce ST
Nashville, TN 37203
(36.161314, -86.780642)"
16-17316,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/03/2016,02/25/2016,09012026400,Robertson Market,Pat M Enterprises Inc,6229  Robertson AVE,Nashville,TN,37209.00000,20,37013202,"6229 Robertson AVE
Nashville, TN 37209
(36.157603, -86.874332)"
17-20402,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/30/2016,01/12/2017,06111023700,Radio Cafe,Radio Cafe LLC,4150  Gallatin PIKE,Nashville,TN,37216.00000,7,37011100,"4150 Gallatin PIKE
Nashville, TN 37216
(36.223157, -86.725717)"
17-25320,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/05/2017,01/11/2018,11911017800,GUACAMAYAS MEXICAN RESTAURANT,,63 E THOMPSON LN  100,NASHVILLE,TN,37211.00000,16,37017401,"63 E THOMPSON LN 100
NASHVILLE, TN 37211
(36.11031, -86.727042)"
16-00186,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/28/2016,07/07/2016,07107020200,East Nashville Beer Works,East Nashville Beer Works LLC,320  Trinity LN E,Nashville,TN,37207.00000,5,37011300,"320 Trinity LN E
Nashville, TN 37207
(36.205502, -86.763292)"
18-25368,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2018,03/09/2018,10208011700,HILLWOOD PUB,,3736  ANNEX AVE  100,NASHVILLE,TN,37209.00000,20,37018101,"3736 ANNEX AVE 100
NASHVILLE, TN 37209
(36.14071, -86.88272)"
08-16451,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/05/2008,01/09/2009,10315001400,"Publix Tennessee, LLC","Publix Tennessee, LLC",4324  Harding PIKE,Nashville,TN,37205.00000,24,37018000,"4324 Harding PIKE
Nashville, TN 37205
(36.126199, -86.845855)"
12-19590,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Tennessee Lobby B,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
17-00194,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",11/30/2016,01/26/2017,06900005000,Empire Distributors of Tenness,"Empire Distributors of Tennessee, Inc.",3851  Industrial PKWY,Nashville,TN,37218.00000,1,37012802,"3851 Industrial PKWY
Nashville, TN 37218
(36.207076, -86.867993)"
21-27030,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/06/2021,04/11/2021,09215021000,I LOVE SUSHI,"Dezheng Xue, Xian duan ye, Xianduan ye",2300  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2300 ELLISTON PL
NASHVILLE, TN 37203
(36.149745, -86.805843)"
21-27242,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/13/2021,06/11/2021,10606002000,SPEEDWAY 7136,,710  MURFREESBORO PIKE,NASHVILLE,TN,37210.00000,19,37015900,"710 MURFREESBORO PIKE
NASHVILLE, TN 37210
(36.139061, -86.732748)"
20-26969,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/05/2020,04/11/2021,08301046700,PUBLIX  #1732,,1111  GALLATIN AVE,NASHVILLE,TN,37206.00000,6,37011700,"1111 GALLATIN AVE
NASHVILLE, TN 37206
(36.18973, -86.745746)"
19-25830,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/07/2019,04/11/2021,10514006000,Publix #1665,"Publix Asset Management Company, Publix Super Markets, Inc.",2223  8TH AVE S,NASHVILLE,TN,37204.00000,17,37017000,"2223 8TH AVE S
NASHVILLE, TN 37204
(36.128969, -86.778006)"
21-27244,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/13/2021,06/11/2021,07214000400,SPEEDWAY 7112,,2600  GALLATIN AVE,NASHVILLE,TN,37216.00000,7,37011400,"2600 GALLATIN AVE
NASHVILLE, TN 37216
(36.197006, -86.742033)"
17-25183,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/24/2017,09/14/2017,14908005200,"SOHO LOUNGE, LLC",,480  BELL RD,NASHVILLE,TN,37217.00000,29,37015620,"480 BELL RD
NASHVILLE, TN 37217
(36.072365, -86.636024)"
T21-27149,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/01/2021,,10308006000,"LOLA NASHVILLE, LLC",,4401  MURPHY RD,NASHVILLE,TN,37209.00000,24,37013400,"4401 MURPHY RD
NASHVILLE, TN 37209
(36.140974, -86.839192)"
20-26973,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/12/2020,12/28/2020,09314003500,ARNOLD'S COUNTRY KITCHEN,Rosario Arnold 100%,605  8TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"605 8TH AVE S
NASHVILLE, TN 37203
(36.151413, -86.779244)"
T20-26992,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/02/2020,,13302025000,THE BASEMENT LOUNGE,,3306B  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,16,37017500,"3306B NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.10112, -86.740232)"
21-27181,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/19/2021,06/15/2021,10408008400,CENTRAL BBQ,Johnny Lawrence,1601  21ST AVE S,NASHVILLE,TN,37212.00000,18,37016500,"1601 21ST AVE S
NASHVILLE, TN 37212
(36.138525, -86.800663)"
21-27098,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/03/2021,06/15/2021,10404000100,THE VANDERBILT UNIVERSITY BASEBALL AND FOOTBALL CONCESSIONS,Daniel Andreas Diermeier,2205  WEST END AVE,NASHVILLE,TN,37212.00000,18,37016500,"2205 WEST END AVE
NASHVILLE, TN 37212
(36.149018, -86.804142)"
20-27012,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/15/2020,01/14/2021,09100005900,WHITE BISON #6050,,5202  CENTENNIAL BLVD  102,NASHVILLE,TN,37209.00000,20,37013000,"5202 CENTENNIAL BLVD 102
NASHVILLE, TN 37209
(36.163247, -86.850722)"
20-27003,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/09/2020,01/14/2021,07300003200,STAX BURGERS,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
20-27001,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/09/2020,01/14/2021,07300003200,GAYLORD OPRYLAND MARKETPLACE,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
20-26939,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/29/2020,01/14/2021,18100008400,ALDI #50,,7117  SOUTHPOINT PKWY,BRENTWOOD,TN,37027.00000,31,37019114,"7117 SOUTHPOINT PKWY
BRENTWOOD, TN 37027"
20-26779,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/19/2020,01/14/2021,09306205700,TACO BELL CANTINA NASHVILLE DOWNTOWN,,131  2ND AVE N,NASHVILLE,TN,37201.00000,19,37019500,"131 2ND AVE N
NASHVILLE, TN 37201
(36.162814, -86.775782)"
20-27000,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/09/2020,01/14/2021,07300003200,GAYLORD OPRYLAND EVENTS CENTER,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
20-27002,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/09/2020,01/14/2021,07300003200,PAISANO'S PIZZARIA & VINO,,2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
20-26850,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2020,01/14/2021,10700005000,NASHVILLE INTERNATIONAL AIRPORT,,1  TERMINAL DR,NASHVILLE,TN,37214.00000,13,37980100,"1 TERMINAL DR
NASHVILLE, TN 37214
(36.131602, -86.668735)"
20-26953,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/12/2020,01/14/2021,10501023300,BARCELONA WINE BAR,,1200  VILLA PL  110,NASHVILLE,TN,37212.00000,17,37016300,"1200 VILLA PL 110
NASHVILLE, TN 37212
(36.142756, -86.791967)"
T21-27173,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/14/2021,,09305201600,SHERATON GRAND NASHVILLE,AHTrust Concessions Trust,623  UNION ST,NASHVILLE,TN,37219.00000,19,37019500,"623 UNION ST
NASHVILLE, TN 37219
(36.16373, -86.782914)"
T21-27184,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/20/2021,,09314055500,TACOS 1989,NATALIA EUGENIA GARCIA,600  9TH AVE S 100,NASHVILLE,TN,37203.00000,19,37019500,"600 9TH AVE S 100
NASHVILLE, TN 37203
(36.151629, -86.78041)"
T21-27274,TEMPORARY,BBPERMIT,OFFSALES,BB - Off Site Sales,06/03/2021,,09600005700,SMOKE DEPOT,,563  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.00000,14,37015501,"563 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157318, -86.635205)"
20-26542,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/16/2020,01/15/2021,09312012500,TENNESSEE CENTRAL RAILWAY MUSEUM,,220  WILLOW ST,NASHVILLE,TN,37210.00000,19,37019600,"220 WILLOW ST
NASHVILLE, TN 37210
(36.154802, -86.754349)"
19-26356,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",11/06/2019,01/15/2021,08212030500,CRAZY GNOME BREWERY,,948  MAIN ST,NASHVILLE,TN,37206.00000,6,37019200,"948 MAIN ST
NASHVILLE, TN 37206
(36.177305, -86.753713)"
20-26987,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/27/2020,01/15/2021,10412000300,ANZIE BLUE,DEREK VAN MOL. 47.5%,2111  BELCOURT AVE  101,NASHVILLE,TN,37212.00000,18,37016800,"2111 BELCOURT AVE 101
NASHVILLE, TN 37212
(36.136725, -86.801837)"
19-26407,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/26/2019,06/21/2021,09310049000,CALACAS MEXICAN CUISINE,,411  KOREAN VETERANS BLVD,NASHVILLE,TN,37203.00000,19,37019500,"411 KOREAN VETERANS BLVD
NASHVILLE, TN 37203
(36.156449, -86.776045)"
20-26977,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/19/2020,01/15/2021,02200016100,MAZATLAN GRILL,"Cristian Zaragoza 33.4%, Maria Yessica Carmona 33.3%",7246  WHITES CREEK PIKE,JOELTON,TN,37080.00000,1,37010104,"7246 WHITES CREEK PIKE
JOELTON, TN 37080
(36.321483, -86.867503)"
20-26919,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/14/2020,01/19/2021,03403012100,ARIGATO,JAE W SHIN,2021  GALLATIN PIKE N 216,MADISON,TN,37115.00000,10,37010401,"2021 GALLATIN PIKE N 216
MADISON, TN 37115
(36.301909, -86.693065)"
T20-26923,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/18/2020,,09307003300,MARKET PLACE @SKYLINE COMMONS (OUTSIDE ONLY),BENNETT L DAVID,400  DAVIDSON ST,NASHVILLE,TN,37213.00000,6,37019300,"400 DAVIDSON ST
NASHVILLE, TN 37213
(36.161124, -86.762038)"
19-26378,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2019,01/20/2021,093064C00200CO,THE HAMPTON SOCIAL,,222  2ND AVE S,NASHVILLE,TN,37201.00000,19,37019500,"222 2ND AVE S
NASHVILLE, TN 37201
(36.159268, -86.773477)"
T21-27331,TEMPORARY,BBPERMIT,OFFSALES,BB - Off Site Sales,07/09/2021,,10301001000,CHARLOTTE AVE  MARKET LLC,Emad Henary,6302  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"6302 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.145917, -86.870952)"
21-27082,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/14/2021,07/15/2021,08306025900,SAMURAI SUSHI EAST,,97  CHAPEL AVE,NASHVILLE,TN,37206.00000,6,37011700,"97 CHAPEL AVE
NASHVILLE, TN 37206
(36.182821, -86.73575)"
21-27057,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/25/2021,07/15/2021,09211028900,STAYBRIDGE SUITES NASHVILLE - MIDTOWN,,350  22ND AVE N,NASHVILLE,TN,37203.00000,21,37014400,"350 22ND AVE N
NASHVILLE, TN 37203
(36.155792, -86.806784)"
T21-27272,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,06/03/2021,,093064B00100CO,THE 20TH ANNUAL MUSIC CITY BREWER'S FESTIVAL,Candace Price,121  4TH AVE S,NASHVILLE,TN,37201.00000,19,37019500,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
17-00204,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",10/27/2016,04/14/2017,09313000800,TailGate Brewery Music Row,C&amp;I LLC,1538  Demonbreun ST,Nashville,TN,37203.00000,19,37019500,"1538 Demonbreun ST
Nashville, TN 37203
(36.152775, -86.790349)"
20-26955,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/13/2020,01/28/2021,05900021400,FAMILY DOLLAR #26742,,2734  WHITES CREEK PIKE,NASHVILLE,TN,37207.00000,2,37012701,"2734 WHITES CREEK PIKE
NASHVILLE, TN 37207
(36.220118, -86.804578)"
20-26888,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/21/2020,01/28/2021,09111032300,STOP N SHOP,,5100  INDIANA AVE,NASHVILLE,TN,37209.00000,20,37013300,"5100 INDIANA AVE
NASHVILLE, TN 37209
(36.15649, -86.848798)"
20-27022,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2020,01/28/2021,08306037900,TWO TEN JACK,,1900  EASTLAND AVE  105,NASHVILLE,TN,37206.00000,6,37012100,"1900 EASTLAND AVE 105
NASHVILLE, TN 37206
(36.182619, -86.735475)"
20-26911,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/05/2020,01/29/2021,09314032100,"BAD AXE, BLU OX, FOGG STREET LAWN CLUB","Angela Dahle (50%), Thom Dahle (50%)",648  FOGG ST,NASHVILLE,TN,37203.00000,19,37019500,"648 FOGG ST
NASHVILLE, TN 37203"
T21-27071,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,02/03/2021,,10416000300,BROWN'S DINER,,2102  BLAIR BLVD,NASHVILLE,TN,37212.00000,18,37016800,"2102 BLAIR BLVD
NASHVILLE, TN 37212
(36.130421, -86.802286)"
T21-27058,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,01/25/2021,,10213001800,THOUSAND HILLS NASHVILLE WEST,,7113  CHARLOTTE PIKE  2,NASHVILLE,TN,37209.00000,22,37018301,"7113 CHARLOTTE PIKE 2
NASHVILLE, TN 37209
(36.127134, -86.90819)"
T21-27094,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,03/02/2021,,18100000700,CORNER ASIAN CAFE,,10656  CONCORD RD,BRENTWOOD,TN,37027.00000,4,37019115,"10656 CONCORD RD
BRENTWOOD, TN 37027
(35.996656, -86.690092)"
20-26886,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/20/2020,12/03/2020,11613010601,ROZE PONY,,5133  HARDING PIKE  A6,NASHVILLE,TN,37205.00000,23,37018500,"5133 HARDING PIKE A6
NASHVILLE, TN 37205
(36.103848, -86.869445)"
20-26535,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/11/2020,02/11/2021,16400032400,THORNTONS #614,,3500  MURFREESBORO PIKE,ANTIOCH,TN,37013.00000,33,37015631,"3500 MURFREESBORO PIKE
ANTIOCH, TN 37013
(36.054237, -86.618629)"
20-27009,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/15/2020,02/12/2021,10507035500,LUCKY3 STAR BAR,Shaun Shekeb Folad,1401  4TH AVE S,NASHVILLE,TN,37210.00000,17,37016100,"1401 4TH AVE S
NASHVILLE, TN 37210
(36.1401, -86.763459)"
20-26515,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2020,02/12/2021,07206004500,SID GOLD'S REQUEST ROOM,,3245  GALLATIN PIKE,NASHVILLE,TN,37216.00000,8,37011200,"3245 GALLATIN PIKE
NASHVILLE, TN 37216
(36.208203, -86.735174)"
20-27019,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/23/2020,02/12/2021,08214005600,BARRIQUE BREWING AND BLENDING LLC,,30  OLDHAM ST,NASHVILLE,TN,37213.00000,5,37019300,"30 OLDHAM ST
NASHVILLE, TN 37213
(36.174562, -86.776155)"
20-27018,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",12/23/2020,02/12/2021,08214005600,BARRIQUE BREWING AND BLENDING LLC,,30  OLDHAM ST,NASHVILLE,TN,37213.00000,5,37019300,"30 OLDHAM ST
NASHVILLE, TN 37213
(36.174562, -86.776155)"
